Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Conversion Rate,CTR,Click Hour,Click Day,Click Timestamp
0.5309734513274336,0,19111.23,1,0,0,1,0.47058823529411764,0.22758998220884086,0.39779874213836475,20,1.0,0.3691460055096414
0.40707964601769914,0,24840.5,0,0,5,0,0.1764705882352941,0.37032982071985765,0.3160377358490566,20,0.16666666666666666,0.9724517906336132
0.4424778761061947,2,75618.52,0,0,5,2,0.47058823529411764,0.18311208430272344,0.44182389937106914,20,0.5,0.2644628099173545
0.39823008849557523,0,62707.68,2,3,0,1,0.3529411764705882,0.16395237443547286,0.3891509433962264,20,1.0,0.19559228650138039
0.4424778761061947,0,58263.49,1,2,3,2,0.5294117647058824,0.3971534145340085,0.47012578616352196,20,0.5,0.013774104683200505
0.38053097345132747,0,56317.49,2,2,2,2,0.3529411764705882,0.2540030108115505,0.47012578616352196,20,0.8333333333333333,0.2699724517906361
0.26548672566371684,0,73602.32,2,3,5,0,0.47058823529411764,0.09867250581634049,0.28301886792452824,20,0.16666666666666666,0.22038567493112993
0.5132743362831859,1,40871.66,2,1,1,2,0.23529411764705882,0.0975776652524976,0.3608490566037736,20,0.6666666666666666,0.1322314049586808
0.4336283185840708,0,58183.05,0,0,5,2,0.058823529411764705,0.05433146298070343,0.1470125786163522,20,0.0,0.6804407713498648
0.2743362831858407,1,20402.04,2,0,2,2,0.29411764705882354,0.5268920213493911,0.2688679245283019,20,0.3333333333333333,0.9559228650137754
0.5486725663716814,1,75458.8,2,3,2,1,0.058823529411764705,0.10674695497468181,0.23820754716981132,20,0.8333333333333333,0.38567493112947915
0.37168141592920356,1,33990.5,0,1,4,1,0.23529411764705882,0.5765704119337622,0.31446540880503143,20,0.5,0.22589531680441155
0.49557522123893805,0,41135.72,1,0,0,2,0.4117647058823529,0.024497057615984672,0.380503144654088,20,1.0,0.0027548209366443643
0.584070796460177,0,57373.69,2,3,4,0,0.058823529411764705,0.16600520049267828,0.060534591194968554,20,0.8333333333333333,0.9449035812672193
0.504424778761062,1,65014.85,0,3,1,1,0.5882352941176471,0.3262624880251813,0.5330188679245282,20,0.5,0.5344352617079906
0.6460176991150443,0,68853.82,2,0,0,0,0.1764705882352941,0.08019707130149172,0.19968553459119495,20,0.5,0.22589531680441155
0.3274336283185841,1,82985.49,0,0,4,1,0.23529411764705882,0.5292185575475572,0.3380503144654088,20,0.3333333333333333,0.37741046831956027
0.5486725663716814,1,19089.89,2,0,2,2,0.058823529411764705,0.1906391131791433,0.15487421383647798,20,0.0,0.5068870523415967
0.39823008849557523,0,25319.53,0,2,1,1,0.3529411764705882,0.25578212672779527,0.19889937106918237,20,0.5,0.24517906336088657
0.37168141592920356,1,31980.07,1,0,0,0,0.1764705882352941,0.5266183112084303,0.4378930817610063,20,0.16666666666666666,0.8374655647382951
0.415929203539823,1,24529.2,0,0,3,0,0.3529411764705882,0.650745860134118,0.44575471698113206,20,0.3333333333333333,0.18457300275482424
0.45132743362831856,0,48769.03,2,3,0,1,0.29411764705882354,0.3339263719720815,0.6564465408805031,20,0.8333333333333333,0.5206611570247972
0.49557522123893805,2,87281.97,1,3,2,2,0.23529411764705882,0.29683864787190367,0.41666666666666663,20,0.5,0.5922865013774157
0.336283185840708,2,43013.73,1,1,2,2,0.058823529411764705,0.2306007937594088,0.4504716981132075,20,0.5,0.8622589531680447
0.6106194690265487,1,54347.78,2,1,0,0,0.3529411764705882,0.36102367592719303,0.42767295597484273,20,0.5,0.8815426997245197
0.5486725663716814,2,1250.54,1,2,3,0,0.11764705882352941,0.25810866292596135,0.21069182389937108,20,0.16666666666666666,0.027548209366393905
0.2831858407079646,2,49232.54,1,0,0,0,0.23529411764705882,0.1868071712056932,0.34355345911949686,20,1.0,0.9669421487603316
0.6902654867256637,1,44979.21,2,1,5,1,0.0,0.14657178048446695,0.12971698113207547,20,0.6666666666666666,0.7685950413223139
0.7433628318584071,1,35720.87,0,2,0,1,0.29411764705882354,0.30039687970439305,0.20440251572327042,20,1.0,0.6969696969696955
0.6460176991150443,1,67818.54,0,3,1,0,0.29411764705882354,0.3339263719720815,0.21855345911949683,20,0.8333333333333333,0.15426997245179308
0.4690265486725664,0,76733.48,1,0,3,2,0.1764705882352941,0.06637470918297524,0.6242138364779873,20,0.5,0.2837465564738295
0.34513274336283184,1,48339.17,1,1,5,1,0.23529411764705882,0.43328315314082383,0.2908805031446541,20,1.0,0.2920110192837484
0.6283185840707965,1,100260.79,2,1,0,0,0.29411764705882354,0.2559189817982756,0.5298742138364779,20,0.5,0.013774104683200505
0.4336283185840708,1,51961.63,1,3,0,2,0.29411764705882354,0.23443273573285892,0.3962264150943396,20,0.8333333333333333,0.5592286501377401
0.6548672566371682,1,33027.18,1,1,1,0,0.23529411764705882,0.4202819214451895,0.18553459119496854,20,0.5,0.7079889807162587
0.5221238938053097,0,59997.25,0,0,3,0,0.4117647058823529,0.2182838374161763,0.09198113207547169,20,0.8333333333333333,0.6363636363636402
0.6194690265486726,0,41810.76,1,2,0,0,0.3529411764705882,0.1524565485151225,0.5361635220125786,20,1.0,0.2920110192837484
0.5398230088495575,0,60917.19,0,1,2,2,0.11764705882352941,0.29738606815382507,0.4732704402515723,20,0.8333333333333333,0.5977961432506902
0.584070796460177,1,40275.68,1,2,1,2,0.29411764705882354,0.11974818667031613,0.42059748427672955,20,0.5,0.3801652892561975
0.49557522123893805,0,9089.99,1,0,1,0,0.3529411764705882,0.512111673737512,0.2979559748427673,20,0.0,0.3333333333333357
0.7256637168141593,0,70786.39,1,1,3,2,0.11764705882352941,0.03859312987546189,0.5542452830188679,20,0.3333333333333333,0.7245179063360894
0.504424778761062,0,52336.99,0,1,5,1,0.3529411764705882,0.16573149035171755,0.7861635220125787,20,0.16666666666666666,0.39393939393939803
0.5486725663716814,1,15668.23,2,2,1,0,0.3529411764705882,0.18010127275215548,0.28223270440251574,20,0.6666666666666666,0.19008264462809876
0.7433628318584071,1,27858.24,2,3,1,1,0.4117647058823529,0.0884083755303134,0.660377358490566,20,0.6666666666666666,0.19008264462809876
0.3097345132743363,0,55036.75,1,3,2,1,0.3529411764705882,0.09552483919529219,0.40094339622641506,20,0.6666666666666666,1.0
0.3185840707964602,1,25102.63,0,1,1,1,0.1764705882352941,0.31558779252771313,0.3694968553459119,20,0.0,0.5068870523415967
0.6194690265486726,0,61179.65,1,3,5,2,0.29411764705882354,0.22416860544683181,0.4386792452830189,20,1.0,0.7162534435261705
0.336283185840708,2,85541.33,1,0,0,0,0.3529411764705882,0.33337895169016013,0.2963836477987421,20,0.8333333333333333,0.6749311294765832
0.752212389380531,1,18081.34,2,3,4,0,0.29411764705882354,0.5312713836047626,0.16352201257861634,20,0.16666666666666666,0.9338842975206632
0.4336283185840708,0,80814.86,2,1,4,1,0.1764705882352941,0.5631586150266867,0.4913522012578616,20,0.8333333333333333,0.8677685950413263
0.3893805309734513,1,38205.39,1,1,3,2,0.29411764705882354,0.39934309566169424,0.5180817610062893,20,0.3333333333333333,0.3388429752066102
0.7433628318584071,0,13715.06,0,0,2,1,0.4117647058823529,0.37621458875051317,0.2916666666666667,20,0.3333333333333333,0.37741046831956027
0.6902654867256637,2,53396.39,0,1,0,1,0.5294117647058824,0.37032982071985765,0.2672955974842767,20,0.0,0.8154269972451829
0.7433628318584071,1,47409.79,0,0,0,1,0.23529411764705882,0.07116463664978787,0.19654088050314467,20,0.3333333333333333,0.6666666666666714
0.6106194690265487,2,60555.09,1,0,0,0,0.3529411764705882,0.2930067058984535,0.39858490566037735,20,0.5,0.8815426997245197
0.38053097345132747,0,54892.26,2,0,5,0,0.4117647058823529,0.24456001094840565,0.5125786163522011,20,0.5,0.2837465564738295
0.7433628318584071,0,43529.85,2,3,3,0,0.1764705882352941,0.13384425892979335,0.6234276729559748,20,0.0,0.39118457300275367
0.45132743362831856,0,75123.72,2,3,1,2,0.3529411764705882,0.07595456411660052,0.4111635220125786,20,0.3333333333333333,0.45454545454545325
0.6017699115044248,0,65100.79,2,3,2,1,0.29411764705882354,0.2011769536061311,0.47798742138364775,20,0.3333333333333333,0.4738292011019283
0.6194690265486726,1,53027.76,2,1,0,2,0.3529411764705882,0.4888463117558506,0.6462264150943395,20,0.5,0.9586776859504127
0.4690265486725664,2,41570.32,2,1,4,1,0.47058823529411764,0.24934993841521827,0.5880503144654088,20,0.16666666666666666,0.8567493112947702
0.5752212389380531,1,66296.73,1,2,4,1,0.5294117647058824,0.5179964417681675,0.39465408805031443,20,0.6666666666666666,0.20936639118457379
0.6106194690265487,1,78603.46,2,2,4,0,0.4117647058823529,0.25810866292596135,0.4127358490566037,20,1.0,0.8126721763085385
0.5398230088495575,0,52601.79,1,2,0,2,0.29411764705882354,0.2390858081291912,0.32625786163522014,20,0.16666666666666666,0.18181818181818699
0.34513274336283184,1,59207.78,2,0,1,2,0.1764705882352941,0.2118516491035993,0.4874213836477987,20,0.5,0.5344352617079906
0.5309734513274336,1,32601.22,2,0,4,2,0.23529411764705882,0.2489393732037772,0.19575471698113206,20,0.8333333333333333,0.3663911845730041
0.663716814159292,1,49525.38,2,0,4,0,0.3529411764705882,0.3400848501436978,0.3584905660377358,20,0.8333333333333333,0.0
0.39823008849557523,1,27523.28,2,2,3,1,0.23529411764705882,0.3853838784726974,0.3356918238993711,20,0.8333333333333333,0.5785123966942152
0.4690265486725664,2,52754.67,1,2,3,1,0.29411764705882354,0.1884494320514575,0.37814465408805026,20,0.6666666666666666,0.6336088154269959
0.4336283185840708,0,54883.59,1,0,1,2,0.3529411764705882,0.6124264403996168,0.29481132075471694,20,0.3333333333333333,0.9173553719008254
0.7345132743362832,0,15418.29,0,2,0,1,0.5294117647058824,0.18790201176953608,0.5526729559748428,20,0.6666666666666666,0.5950413223140529
0.584070796460177,0,40055.2,0,0,2,1,0.1764705882352941,0.6396605994252087,0.4111635220125786,20,0.3333333333333333,0.16528925619834922
0.5486725663716814,0,76007.96,1,2,1,0,0.47058823529411764,0.3563706035308608,0.33490566037735847,20,0.8333333333333333,0.8292011019283763
0.3893805309734513,1,38639.97,1,0,0,1,0.23529411764705882,0.35951827015190907,0.35691823899371067,20,0.6666666666666666,0.807162534435264
0.5663716814159292,0,61891.35,0,0,3,0,0.4117647058823529,0.30874503900369504,0.39779874213836475,20,0.6666666666666666,0.922865013774107
0.39823008849557523,1,64885.02,2,2,3,1,0.5294117647058824,0.2567401122211578,0.4473270440251572,20,0.8333333333333333,0.38567493112947915
0.49557522123893805,1,44861.95,0,1,5,0,0.1764705882352941,0.43862050088955795,0.6698113207547169,20,0.5,0.12947658402204354
0.40707964601769914,0,30298.96,2,1,3,2,0.1764705882352941,0.16915286711372657,0.22327044025157233,20,1.0,0.8898071625344386
0.584070796460177,1,54726.72,2,1,3,0,0.4117647058823529,0.3814150814287669,0.2720125786163522,20,0.3333333333333333,0.04958677685950619
0.5663716814159292,1,56708.49,0,3,5,2,0.4117647058823529,0.006979608594498426,0.38679245283018865,20,1.0,0.19559228650138039
0.46017699115044247,1,9662.59,2,3,4,1,0.23529411764705882,0.053920897769262344,0.3514150943396226,20,1.0,0.5812672176308524
0.5398230088495575,0,63083.44,2,3,3,1,0.47058823529411764,0.04160394142602983,0.5534591194968553,20,0.8333333333333333,0.7327823691460083
0.34513274336283184,1,52019.09,2,1,3,0,0.4117647058823529,0.37005611057889687,0.7177672955974843,20,1.0,0.2148760330578554
0.2920353982300885,2,51594.96,2,3,2,0,0.11764705882352941,0.3499384152182838,0.6454402515723271,20,1.0,0.8512396694214885
0.5486725663716814,2,82441.0,0,0,0,0,0.29411764705882354,0.18502805528944846,0.45361635220125784,20,0.8333333333333333,0.07713498622590009
0.5132743362831859,1,72557.72,2,1,2,0,0.11764705882352941,0.08526070890926508,0.36477987421383645,20,0.8333333333333333,0.5013774104683222
0.5752212389380531,1,81286.8,2,2,2,1,0.11764705882352941,0.28356370603530856,0.4669811320754717,20,1.0,0.40771349862259143
0.8053097345132743,0,84652.97,1,2,3,0,0.29411764705882354,0.4974681811961133,0.4913522012578616,20,0.3333333333333333,0.3388429752066102
0.6194690265486726,0,51944.78,2,0,1,0,0.4117647058823529,0.14492951963870263,0.40094339622641506,20,0.5,0.9586776859504127
0.37168141592920356,2,48634.92,2,2,2,1,0.47058823529411764,0.14068701245381143,0.3380503144654088,20,0.8333333333333333,0.3278236914600541
0.6371681415929203,1,60914.57,1,3,4,2,0.29411764705882354,0.09210346243328316,0.43710691823899367,20,0.0,0.8732782369146008
0.3185840707964602,2,11892.93,2,0,4,0,0.29411764705882354,0.16573149035171755,0.48113207547169806,20,1.0,0.7741046831955956
0.4336283185840708,0,85270.6,0,3,2,1,0.23529411764705882,0.43985219652388124,0.5573899371069182,20,1.0,0.25344352617079835
0.4778761061946903,0,18969.96,2,1,2,0,0.1764705882352941,0.11605309976734637,0.3333333333333333,20,0.5,0.32231404958677956
0.7168141592920354,0,25592.38,0,1,0,2,0.3529411764705882,0.1539619542904065,0.023584905660377357,20,0.0,0.5647382920110218
0.3893805309734513,1,46397.3,0,0,2,2,0.1764705882352941,0.7945805392089778,0.4033018867924528,20,0.3333333333333333,0.6859504132231393
0.38053097345132747,1,-3869.55,0,2,4,2,0.1764705882352941,0.2763103872998494,0.2893081761006289,20,0.16666666666666666,0.451790633608816
0.4778761061946903,0,53430.69,0,2,4,0,0.11764705882352941,0.024907622827425754,0.36242138364779874,20,0.3333333333333333,0.4931129476584033
0.40707964601769914,0,62058.98,2,1,5,1,0.3529411764705882,0.4211030518680717,0.39779874213836475,20,0.5,0.6115702479338836
0.6371681415929203,0,51146.08,0,0,3,0,0.29411764705882354,0.3017654304091966,0.19575471698113206,20,0.8333333333333333,0.28925619834711114
0.34513274336283184,1,97146.85,0,0,2,1,0.29411764705882354,0.09073491172847954,0.33883647798742134,20,0.3333333333333333,0.7823691460055144
0.336283185840708,1,45833.33,2,0,0,0,0.1764705882352941,0.25427672095251125,0.10062893081761007,20,0.0,0.17906336088154262
0.4336283185840708,1,40966.93,0,2,5,2,0.3529411764705882,0.3604762556452717,0.30345911949685533,20,0.3333333333333333,0.6473829201101964
0.4247787610619469,1,45165.85,0,0,5,2,0.5294117647058824,0.3233885315450937,0.42138364779874216,20,0.3333333333333333,0.3002754820936673
0.7433628318584071,1,59326.49,2,0,5,0,0.4117647058823529,0.23210619953469278,0.4119496855345912,20,0.16666666666666666,0.663911845730027
0.6194690265486726,1,37347.22,2,0,5,2,0.11764705882352941,0.02805528944847406,0.1540880503144654,20,0.16666666666666666,0.586776859504134
0.504424778761062,0,52417.55,0,2,4,2,0.23529411764705882,0.2503079239085808,0.6878930817610062,20,0.16666666666666666,0.567493112947659
0.3274336283185841,0,54298.77,1,0,1,1,0.1764705882352941,0.2950595319556589,0.18710691823899372,20,1.0,0.25344352617079835
0.6017699115044248,0,76878.53,2,0,5,0,0.11764705882352941,0.22225263446010673,0.45911949685534587,20,0.6666666666666666,0.03581267217631279
0.35398230088495575,0,75503.0,1,0,3,1,0.0,0.17955385247023406,0.4740566037735849,20,0.8333333333333333,0.9834710743801693
0.2831858407079646,0,40989.37,2,0,0,0,0.29411764705882354,0.13220199808402902,0.5227987421383647,20,0.8333333333333333,0.3278236914600541
0.6460176991150443,0,38487.22,0,1,1,2,0.23529411764705882,0.032571506774325985,0.47798742138364775,20,0.6666666666666666,0.3250688705234168
0.5309734513274336,0,78126.88,0,2,4,1,0.3529411764705882,0.24209661967975915,0.24764150943396226,20,0.3333333333333333,0.20385674931129927
0.6106194690265487,0,20243.96,2,2,2,0,0.6470588235294118,0.3387162994388942,0.4772012578616352,20,0.16666666666666666,0.027548209366393905
0.5309734513274336,2,39923.75,2,1,3,2,0.29411764705882354,0.08936636102367593,0.5306603773584906,20,0.3333333333333333,0.43526170798898534
0.6017699115044248,0,69680.47,0,3,1,0,0.1764705882352941,0.19638702613931847,0.3584905660377358,20,0.5,0.6694214876033087
0.40707964601769914,0,28311.37,0,0,3,2,0.5294117647058824,0.6389763240728069,0.0,20,0.3333333333333333,0.9173553719008254
0.35398230088495575,1,44431.65,1,3,5,0,0.23529411764705882,0.21048309839879567,0.5275157232704403,20,0.0,0.10192837465564963
0.584070796460177,0,58831.02,0,1,1,0,0.29411764705882354,0.16751060626796224,0.3891509433962264,20,0.3333333333333333,0.030303030303031164
0.38053097345132747,0,47674.3,2,3,1,2,0.1764705882352941,0.388257834952785,0.27594339622641506,20,0.8333333333333333,0.8677685950413263
0.39823008849557523,2,53515.64,2,1,2,1,0.4117647058823529,0.2019980840290133,0.20361635220125784,20,0.8333333333333333,0.5977961432506902
0.4336283185840708,1,64822.85,1,3,0,0,0.29411764705882354,0.2812371698371424,0.1800314465408805,20,0.3333333333333333,0.3002754820936673
0.49557522123893805,0,42662.36,1,3,5,0,0.47058823529411764,0.19830299712604355,0.12264150943396225,20,0.3333333333333333,0.8402203856749324
0.4424778761061947,1,35588.51,2,1,1,0,0.1764705882352941,0.5052689202134939,0.046383647798742135,20,0.0,0.2561983471074427
0.3097345132743363,2,39951.96,0,2,1,1,0.29411764705882354,0.3289995894347885,0.3561320754716981,20,0.3333333333333333,0.5702479338842963
0.40707964601769914,1,54124.51,1,1,0,1,0.058823529411764705,0.2026823593814151,0.4827044025157233,20,1.0,0.6198347107438025
0.1946902654867257,0,64483.56,0,1,5,0,0.23529411764705882,0.03599288353633502,0.2020440251572327,20,0.0,0.7768595041322328
0.5752212389380531,1,81805.55,1,3,1,2,0.29411764705882354,0.40947037087724103,0.38600628930817604,20,0.6666666666666666,0.1322314049586808
0.2743362831858407,0,51865.55,0,1,5,1,0.23529411764705882,0.17284795401669634,0.33490566037735847,20,0.3333333333333333,0.2424242424242422
0.34513274336283184,0,36219.06,1,1,2,0,0.3529411764705882,0.3467907485972355,0.29952830188679247,20,1.0,0.34986225895316636
0.49557522123893805,0,10019.72,2,0,1,0,0.23529411764705882,0.482961543725195,0.5731132075471699,20,0.8333333333333333,0.038567493112950046
0.3893805309734513,2,41475.55,1,2,1,1,0.23529411764705882,0.2139044751608047,0.5235849056603774,20,1.0,0.7355371900826455
0.6991150442477876,0,26523.66,1,2,4,2,0.29411764705882354,0.4018064869303407,0.5550314465408804,20,0.6666666666666666,0.19008264462809876
0.3185840707964602,1,72601.06,0,3,2,1,0.23529411764705882,0.5008895579581224,0.2602201257861635,20,0.0,0.6418732782369148
0.5309734513274336,0,58363.24,1,2,1,1,0.5294117647058824,0.3206514301354865,0.30267295597484273,20,0.5,0.4573002754820976
0.4867256637168142,0,3737.92,0,1,4,2,0.29411764705882354,0.259477213630765,0.3514150943396226,20,0.8333333333333333,0.7520661157024833
0.336283185840708,0,61845.61,0,1,2,0,0.1764705882352941,0.32448337210893663,0.21698113207547168,20,0.5,0.47658402203857264
0.5575221238938053,0,43997.24,2,3,4,2,0.29411764705882354,0.3154509374572328,0.34276729559748426,20,0.6666666666666666,0.903581267217632
0.4690265486725664,0,84195.66,2,1,4,2,0.3529411764705882,0.18831257698097717,0.4732704402515723,20,0.16666666666666666,0.04683195592286893
0.5929203539823009,1,26808.65,2,3,5,0,0.1764705882352941,0.15943615710962092,0.3718553459119497,20,0.8333333333333333,0.5399449035812722
0.6017699115044248,2,7413.33,2,0,5,2,0.29411764705882354,0.31695634323251676,0.3466981132075472,20,1.0,0.3884297520661164
0.7787610619469028,1,43385.61,0,1,1,2,0.29411764705882354,0.07485972355275762,0.4158805031446541,20,0.6666666666666666,0.34435261707989184
0.6725663716814159,0,75204.79,2,2,3,1,0.4117647058823529,0.24428630080744493,0.3191823899371069,20,0.16666666666666666,0.33608815426997296
0.4424778761061947,1,35780.37,2,2,4,1,0.47058823529411764,0.501847543451485,0.5691823899371069,20,0.16666666666666666,0.008264462809918882
0.46017699115044247,2,85215.63,1,3,2,1,0.058823529411764705,0.36266593677295744,0.17531446540880502,20,0.8333333333333333,0.8484848484848513
